duration,protocol_type,flag,src_bytes,dst_bytes,logged_in,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,tcp,S0,0,0,0,266,19,1,1,0,0,0.07,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,213,1963,1,14,15,0,0,0,0,1,0,0.13,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,228,7,1,1,0,0,0.03,0.06,0,255,7,0.03,0.07,0,0,1,1,0,0,anomaly
0,icmp,SF,8,0,0,1,26,0,0,0,0,1,0,1,2,48,1,0,1,0.5,0,0,0,0,anomaly
0,tcp,S0,0,0,0,65,16,1,1,0,0,0.25,0.06,0,255,62,0.24,0.02,0.01,0,1,1,0,0,anomaly
2,tcp,SF,102,3741,1,1,1,0,0,0,0,1,0,0,14,1,0.07,0.21,0.07,0,0,0,0,0,normal
0,tcp,S0,0,0,0,249,7,1,1,0,0,0.03,0.07,0,255,6,0.02,0.07,0,0,1,1,0,0,anomaly
0,icmp,SF,8,0,0,1,5,0,0,0,0,1,0,1,2,46,1,0,1,0.5,0,0,0,0,anomaly
0,tcp,S0,0,0,0,218,21,1,1,0,0,0.1,0.06,0,255,21,0.08,0.06,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,446,1,0.08,0,0.92,1,0,1,0,255,1,0,1,0,0,0.06,0,0.94,1,anomaly
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,70,2,0.01,1,0.01,1,0,0,0.9,1,anomaly
0,tcp,S0,0,0,0,141,15,1,1,0,0,0.11,0.06,0,255,15,0.06,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,54540,8314,1,2,2,0,0,0,0,1,0,0,5,5,1,0,0.2,0,0,0,0,0,anomaly
5,tcp,SF,2481,367,1,1,1,0,0,0,0,1,0,0,63,21,0.33,0.06,0.02,0,0,0,0,0,normal
0,tcp,SF,257,545,1,6,6,0,0,0,0,1,0,0,43,43,1,0,0.02,0,0,0,0,0,normal
0,tcp,S0,0,0,0,208,2,1,1,0,0,0.01,0.08,0,255,2,0.01,0.09,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,511,1,0.13,0,0.85,1,0,1,0,255,1,0,1,0,0,0.16,0,0.82,1,anomaly
0,tcp,S0,0,0,0,132,3,1,1,0,0,0.02,0.06,0,255,5,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,234,20,0,0,1,1,0.09,0.06,0,255,20,0.08,0.07,0,0,0,0,1,1,anomaly
0,tcp,S0,0,0,0,148,19,1,1,0,0,0.13,0.06,0,255,1,0,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,287,2459,1,1,1,0,0,0,0,1,0,0,22,255,1,0,0.05,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,201,5,1,1,0,0,0.02,0.06,0,255,20,0.08,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,36,11,1,1,0,0,0.31,0.11,0,255,59,0.23,0.04,0.01,0,1,1,0,0,anomaly
0,icmp,SF,30,0,0,1,1,0,0,0,0,1,0,0,238,58,0.24,0.01,0.24,0,0,0,0,0,normal
0,udp,SF,1,0,0,22,1,0,0,0,0,0.05,0.14,0,255,1,0,0.9,0.11,0,0.13,0,0.76,0,anomaly
0,tcp,S0,0,0,0,281,15,1,1,0,0,0.05,0.06,0,255,5,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,281,744,1,24,24,0,0,0,0,1,0,0,67,255,1,0,0.01,0.04,0,0,0,0,normal
0,udp,SF,43,69,0,153,153,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,normal
0,udp,SF,28,0,0,84,84,0,0,0,0,1,0,0,255,51,0.2,0.01,0.2,0,0,0,0,0,anomaly
0,tcp,S0,0,0,0,246,2,1,1,0,0,0.01,0.06,0,255,2,0.01,0.05,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,282,5,1,1,0,0,0.02,0.05,0,255,5,0.02,0.05,0,0,1,1,0,0,anomaly
0,tcp,SH,0,0,0,1,1,1,1,0,0,1,0,0,132,1,0.01,0.92,0.94,0,0.94,1,0,0,anomaly
0,tcp,SF,318,1342,1,28,29,0,0,0,0,1,0,0.07,182,255,1,0,0.01,0.01,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,2,0,0,1,0.5,1,0,1,1,255,1,0,1,0.25,0,0,1,0.95,normal
0,tcp,S0,0,0,0,134,18,1,1,0,0,0.13,0.06,0,255,7,0.03,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,231,2775,1,15,16,0,0,0,0,1,0,0.12,100,255,1,0,0.01,0.02,0,0,0.03,0.01,normal
0,tcp,S0,0,0,0,130,1,1,1,0,0,0.01,0.06,0,255,1,0,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,232,27728,1,5,20,0,0,0,0,1,0,0.2,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,226,298,1,3,26,0,0,0,0,1,0,0.23,12,255,1,0,0.08,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,268,15,1,1,0,0,0.06,0.06,0,255,15,0.06,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,1339,0,0,1,1,0,0,0,0,1,0,0,108,14,0.13,0.04,0.13,0,0,0,0,0,normal
0,icmp,SF,8,0,0,1,49,0,0,0,0,1,0,1,2,25,1,0,1,0.52,0,0,0,0,anomaly
0,tcp,SF,161,30205,1,10,10,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,295,741,1,38,39,0,0,0,0,1,0,0.05,174,255,1,0,0.01,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,295,2,1,1,0,0,0.01,0.06,0,255,1,0,0.07,0,0,1,1,0,0,anomaly
0,udp,SF,43,74,0,140,145,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,normal
0,tcp,SF,225,4257,1,5,8,0,0,0,0,1,0,0.25,5,255,1,0,0.2,0.05,0,0.01,0,0,normal
0,icmp,SF,8,0,0,1,51,0,0,0,0,1,0,1,1,119,1,0,1,0.5,0,0,0,0,anomaly
0,tcp,SF,201,5606,1,4,4,0,0,0,0,1,0,0,17,255,1,0,0.06,0.01,0,0,0,0,normal
0,tcp,SF,279,3018,1,7,7,0,0,0,0,1,0,0,96,255,1,0,0.01,0.04,0,0,0,0,normal
0,tcp,SF,154,13386,1,4,4,0,0,0,0,1,0,0,150,255,1,0,0.01,0.03,0,0,0.01,0.01,normal
0,udp,SF,44,135,0,247,247,0,0,0,0,1,0,0,255,251,0.98,0.01,0,0,0,0,0,0,normal
0,tcp,SF,781,334,1,1,1,0,0,0,0,1,0,0,26,28,0.81,0.12,0.04,0.07,0,0,0,0,normal
0,tcp,SF,202,1271,1,2,2,0,0,0,0,1,0,0,155,255,1,0,0.01,0.02,0,0,0,0,normal
27,tcp,SF,1529,4152,1,1,1,0,0,0,0,1,0,0,130,26,0.2,0.05,0.01,0,0,0,0,0,normal
0,tcp,S0,0,0,0,60,17,0.97,1,0.03,0,0.28,0.1,0,255,37,0.15,0.04,0.01,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,282,23,1,1,0,0,0.08,0.04,0,255,23,0.09,0.05,0,0,1,1,0,0,anomaly
0,icmp,SF,182,0,0,6,5,0,0,0,0,0.83,0.33,0,255,10,0.04,0.01,0.05,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,25,1,0.04,1,0.04,0,0,0,0.96,1,anomaly
0,tcp,REJ,0,0,0,297,1,0.03,0,0.95,1,0,1,0,255,1,0,0.97,0,0,0.04,0,0.92,1,anomaly
0,tcp,SF,255,2972,1,1,5,0,0,0,0,1,0,0.6,162,255,1,0,0.01,0.01,0,0,0,0,normal
0,tcp,SF,334,0,1,1,1,0,0,0,0,1,0,0,9,36,1,0,1,0.11,0,0,0,0,anomaly
0,tcp,RSTO,126,179,0,1,1,0,0,1,1,1,0,0,28,28,1,0,0.04,0,0.07,0.07,0.93,0.93,anomaly
0,tcp,RSTO,0,0,0,264,3,0,0,1,1,0.01,0.06,0,255,3,0.01,0.07,0,0,0,0,1,1,anomaly
0,tcp,SF,301,9121,1,8,8,0,0,0,0,1,0,0,18,255,1,0,0.06,0.04,0,0,0,0,normal
0,tcp,SF,180,255639,1,1,1,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,normal
0,tcp,S0,0,0,0,245,20,1,1,0,0,0.08,0.07,0,255,20,0.08,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,186,1310,1,2,2,0,0,0,0,1,0,0,8,255,1,0,0.12,0.02,0,0,0,0,normal
0,tcp,REJ,0,0,0,260,12,0,0,1,1,0.05,0.06,0,255,12,0.05,0.08,0,0,0,0,1,1,anomaly
0,icmp,SF,18,0,0,1,1,0,0,0,0,1,0,0,3,107,1,0,1,0.25,0,0,0,0,anomaly
0,tcp,S0,0,0,0,23,10,1,1,0,0,0.43,0.17,0,255,62,0.24,0.02,0.01,0,1,1,0,0,anomaly
0,tcp,SF,289,2536,1,27,27,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,201,0,1,2,3,0,0,0,0,1,0,0.67,126,73,0.17,0.04,0.17,0.03,0,0,0,0,normal
0,tcp,S0,0,0,0,55,10,1,1,0,0,0.18,0.11,0,255,10,0.04,0.07,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,26,2,0.04,1,0.04,1,0,0,0.96,1,anomaly
0,udp,SF,113,0,0,28,27,0,0,0,0,0.96,0.07,0,255,27,0.11,0.53,0.11,0,0,0,0,0,normal
0,icmp,SF,1032,0,0,509,509,0,0,0,0,1,0,0,255,216,0.85,0.01,0.85,0,0,0,0,0,anomaly
0,tcp,SF,211,339,1,7,11,0,0,0,0,1,0,0.18,255,255,1,0,0,0,0.01,0.01,0,0,normal
0,tcp,SF,335,951,1,4,4,0,0,0,0,1,0,0,19,255,1,0,0.05,0.07,0,0,0.11,0.05,normal
0,udp,SF,46,82,0,152,152,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,normal
13,udp,SF,24,42,0,1,2,0,0,0,0,1,0,1,255,242,0.95,0.02,0.08,0,0,0,0,0,normal
0,tcp,S0,0,0,0,231,3,1,1,0,0,0.01,0.07,0,255,4,0.02,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,251,4,1,1,0,0,0.02,0.06,0,255,2,0.01,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,207,318,1,3,6,0.33,0.17,0,0,1,0,0.33,255,255,1,0,0,0,0.01,0.01,0,0,normal
0,udp,SF,105,105,0,7,1,0,0,0,0,0.14,0.29,0,255,232,0.91,0.01,0,0,0,0,0,0,normal
0,tcp,SF,204,633,1,2,3,0,0,0,0,1,0,0.67,161,255,1,0,0.01,0.04,0.01,0.01,0,0.02,normal
0,tcp,S0,0,0,0,262,12,1,1,0,0,0.05,0.06,0,255,20,0.08,0.07,0,0,1,1,0,0,anomaly
5,tcp,SF,339,279,1,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,normal
0,icmp,SF,18,0,0,1,1,0,0,0,0,1,0,0,4,152,1,0,1,0.25,0,0,0,0,anomaly
0,tcp,S0,0,0,0,299,20,1,1,0,0,0.07,0.06,0,255,4,0.02,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,231,14,1,1,0,0,0.06,0.06,0,255,20,0.08,0.06,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,87,18,0,0,1,1,0.21,0.06,0,255,7,0.03,0.07,0,0,0,0,1,1,anomaly
0,tcp,SF,9,0,1,2,2,0,0,0,0,1,0,0,112,70,0.36,0.03,0.36,0.04,0,0,0,0,normal
0,tcp,S0,0,0,0,117,2,1,1,0,0,0.02,0.07,0,255,1,0,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,223,4,1,1,0,0,0.02,0.07,0,255,14,0.05,0.07,0,0,1,1,0,0,anomaly
5,tcp,SF,951,330,1,1,2,0,0,0,0,1,0,1,72,48,0.67,0.04,0.01,0,0,0,0,0,normal
0,udp,SF,1,0,0,103,66,0,0,0,0,0.64,0.06,0,255,126,0.49,0.06,1,0,0,0,0,0,anomaly
0,tcp,SF,244,2316,1,4,4,0,0,0,0,1,0,0,26,255,1,0,0.04,0.04,0,0,0,0,normal
0,tcp,S0,0,0,0,278,25,1,1,0,0,0.09,0.05,0,255,25,0.1,0.05,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,39,238,1,0,0.03,0.24,0,0,1,1,normal
0,tcp,SF,223,3270,1,2,2,0,0,0,0,1,0,0,2,33,1,0,0.5,0.06,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,180,10,0.06,0.03,0.01,0,0.02,0,0.08,1,normal
0,tcp,S0,0,0,0,251,2,1,1,0,0,0.01,0.07,0,255,2,0.01,0.09,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,141,2,1,1,0,0,0.01,0.06,0,255,5,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,174,6,1,1,0,0,0.03,0.06,0,255,6,0.02,0.05,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,151,22,1,1,0,0,0.15,0.05,0,255,22,0.09,0.05,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,141,10,1,1,0,0,0.07,0.06,0,255,10,0.04,0.07,0,0,1,1,0,0,anomaly
0,tcp,RSTO,126,179,0,1,1,0,0,1,1,1,0,0,45,45,1,0,0.02,0,0.04,0.04,0.96,0.96,anomaly
0,tcp,RSTR,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.91,0.91,0,0,0,0.9,1,anomaly
0,tcp,RSTR,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.2,0.18,0,0,0,0.18,1,anomaly
0,tcp,S0,0,0,0,34,14,1,1,0,0,0.41,0.12,0,255,14,0.05,0.08,0,0,1,1,0,0,anomaly
0,udp,SF,45,73,0,234,234,0,0,0,0,1,0,0,255,250,0.98,0.01,0.01,0,0,0,0,0,normal
0,icmp,SF,78,0,0,11,4,0,0,0,0,0.36,0.18,0,255,30,0.12,0.01,0.12,0,0,0,0,0,normal
0,tcp,SF,244,4633,1,2,3,0,0,0,0,1,0,0.67,255,255,1,0,0,0,0,0,0,0,normal
0,icmp,SF,30,0,0,2,1,0,0,0,0,0.5,1,0,255,4,0.02,0.01,0.13,0,0,0,0,0,normal
0,tcp,S0,0,0,0,7,5,1,1,0,0,0.71,0.29,0,207,46,0.22,0.02,0,0.04,1,0.98,0,0,anomaly
0,tcp,SF,209,312,1,10,11,0,0,0,0,1,0,0.18,89,255,1,0,0.01,0.02,0,0,0.03,0.04,normal
60,tcp,SF,87,225,0,1,1,0,0,0,0,1,0,0,255,1,0,0.02,0,0,0,0,0,0,normal
0,tcp,SF,209,3410,1,40,40,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.31,0.31,normal
0,tcp,S0,0,0,0,121,25,1,1,0,0,0.21,0.05,0,255,8,0.03,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,198,366,1,7,7,0,0,0,0,1,0,0,37,255,1,0,0.03,0.02,0,0,0,0,normal
0,tcp,REJ,0,0,0,299,20,0,0,1,1,0.07,0.05,0,255,20,0.08,0.06,0,0,0,0,1,1,anomaly
0,tcp,SF,205,13831,1,2,6,0,0,0,0,1,0,0.5,3,255,1,0,0.33,0.04,0,0,0,0,normal
0,tcp,REJ,0,0,0,146,18,0,0,1,1,0.12,0.05,0,255,18,0.07,0.06,0,0,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,218,10,0,0,1,1,0.05,0.06,0,255,10,0.04,0.08,0,0,0,0,1,1,anomaly
0,tcp,SF,252,1352,1,3,3,0,0,0,0,1,0,0,15,255,1,0,0.07,0.04,0,0,0,0,normal
0,tcp,SF,220,1918,1,11,11,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.89,0.88,0,0,0,0.88,1,anomaly
0,tcp,REJ,0,0,0,265,17,0,0,1,1,0.06,0.06,0,255,17,0.07,0.08,0,0,0,0,1,1,anomaly
0,tcp,SF,298,8673,1,3,11,0,0,0,0,1,0,0.27,111,255,1,0,0.01,0.04,0.01,0,0,0,normal
0,tcp,SF,601,286,1,1,1,0,0,0,0,1,0,0,255,64,0.25,0.02,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,266,25,1,1,0,0,0.09,0.05,0,255,25,0.1,0.05,0,0,1,1,0,0,anomaly
0,tcp,SF,59,0,0,10,10,0,0,0,0,1,0,0,31,44,0.52,0.06,0.52,0.07,0,0,0,0,normal
0,tcp,SF,312,8056,1,4,4,0,0,0,0,1,0,0,74,255,1,0,0.01,0.04,0.01,0.01,0,0,normal
0,tcp,S0,0,0,0,127,5,1,1,0,0,0.04,0.06,0,255,16,0.06,0.07,0,0,1,1,0,0,anomaly
0,udp,SF,45,128,0,23,104,0,0,0,0,1,0,0.02,255,255,1,0,0,0,0,0,0,0,normal
0,udp,SF,45,45,0,108,108,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,143,18,1,1,0,0,0.13,0.06,0,255,18,0.07,0.06,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,207,1,1,1,0,0,0,0.07,0,255,1,0,0.09,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,130,4,0,0,1,1,0.03,0.07,0,255,2,0.01,0.07,0,0,0,0,1,1,anomaly
0,tcp,SF,304,1412,1,18,18,0,0,0,0,1,0,0,96,255,1,0,0.01,0.04,0,0,0,0,normal
0,tcp,S0,0,0,0,100,17,1,1,0,0,0.17,0.07,0,255,17,0.07,0.06,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,99,9,1,1,0,0,0.09,0.06,0,255,26,0.1,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,325,1817,1,17,17,0,0,0,0,1,0,0,129,255,1,0,0.01,0.04,0,0,0,0,normal
0,tcp,SF,3468,0,1,24,1,0.04,0,0,0,0.04,0.42,0,206,1,0,0.12,0.41,0,0.02,0,0,0,normal
0,tcp,SF,343,520,1,1,1,0,0,0,0,1,0,0,3,255,1,0,0.33,0.04,0,0,0,0,normal
0,tcp,SF,215,755,1,9,11,0,0,0,0,1,0,0.27,103,156,1,0,0.01,0.06,0,0,0,0,normal
0,tcp,S0,0,0,0,105,15,1,1,0,0,0.14,0.06,0,255,5,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,291,5415,1,5,6,0,0,0,0,1,0,0.33,22,255,1,0,0.05,0.03,0,0,0,0,normal
0,tcp,S0,0,0,0,237,19,1,1,0,0,0.08,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,326,310,1,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,icmp,SF,520,0,0,477,477,0,0,0,0,1,0,0,92,92,1,0,1,0,0,0,0,0,anomaly
0,tcp,SF,231,1187,1,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,icmp,SF,30,0,0,3,1,0,0,0,0,0.33,0.67,0,255,4,0.02,0.01,0.02,0,0,0,0,0,normal
0,udp,SF,45,135,0,32,112,0,0,0,0,0.97,0.06,0.02,255,239,0.94,0.01,0,0,0,0,0,0,normal
0,tcp,SF,198,11607,1,1,1,0,0,0,0,1,0,0,4,255,1,0,0.25,0.05,0,0,0,0.01,normal
2,tcp,SF,11378,1474,1,1,2,0,0.5,0,0,1,0,1,117,192,0.73,0.03,0.01,0.01,0,0.01,0,0,normal
0,tcp,SF,305,181,1,13,13,0,0,0,0,1,0,0,81,255,1,0,0.01,0.02,0,0,0,0,normal
0,tcp,SF,54540,8314,1,5,6,0,0,0,0.17,1,0,0.33,255,255,1,0,0,0,0.01,0.01,0.02,0.02,anomaly
0,tcp,S0,0,0,0,124,7,1,1,0,0,0.06,0.06,0,255,7,0.03,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,263,12,1,1,0,0,0.05,0.05,0,204,12,0.06,0.06,0,0,0.93,1,0,0,anomaly
0,tcp,S0,0,0,0,135,8,1,1,0,0,0.06,0.06,0,255,8,0.03,0.05,0,0,1,1,0,0,anomaly
0,tcp,SF,284,657,1,16,16,0,0,0,0,1,0,0,220,255,1,0,0,0.02,0,0,0,0,normal
0,tcp,SF,208,1645,1,2,2,0,0,0,0,1,0,0,6,255,1,0,0.17,0.03,0,0,0,0,normal
0,tcp,SF,231,7333,1,24,35,0,0,0,0,1,0,0.11,255,255,1,0,0,0,0,0,0,0,normal
0,icmp,SF,1032,0,0,510,510,0,0,0,0,1,0,0,255,239,0.94,0.02,0.94,0,0,0,0,0,anomaly
0,tcp,SF,280,3727,1,2,2,0,0,0,0,1,0,0,16,255,1,0,0.06,0.06,0,0,0,0,normal
0,tcp,S0,0,0,0,85,6,1,1,0,0,0.07,0.08,0,255,6,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,S1,343,21900,1,2,2,0.5,0.5,0,0,1,0,0,2,255,1,0,0.5,0.02,0.5,0.01,0,0,normal
0,tcp,SF,2491,489,1,1,1,0,0,0,0,1,0,0,255,123,0.48,0.01,0,0,0.64,0.67,0,0,normal
1,tcp,SF,919,335,1,1,4,0,0,0,0,1,0,0.75,136,114,0.3,0.05,0.01,0.02,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,13,210,1,0,0.08,0.14,0,0,1,1,normal
0,tcp,SF,220,2281,1,11,11,0,0,0,0,1,0,0,87,255,1,0,0.01,0.05,0,0,0,0,normal
0,tcp,S0,0,0,0,270,19,1,1,0,0,0.07,0.07,0,255,19,0.07,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,144,9,1,1,0,0,0.06,0.06,0,255,9,0.04,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,325,3983,1,5,5,0.2,0.2,0,0,1,0,0,215,255,1,0,0,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,300,16,1,1,0,0,0.05,0.05,0,255,15,0.06,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,230,2661,1,8,8,0,0,0,0,1,0,0,138,255,1,0,0.01,0.05,0,0,0,0,normal
0,tcp,S0,0,0,0,176,2,1,1,0,0,0.01,0.08,0,255,7,0.03,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,305,2271,1,9,9,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,302,185,1,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0.01,0.01,0,0,normal
0,tcp,SF,292,3740,1,3,3,0,0,0,0,1,0,0,6,255,1,0,0.17,0.06,0,0,0,0,normal
0,tcp,SF,54540,8314,1,4,5,0,0,0,0.2,1,0,0.4,255,255,1,0,0,0,0,0,0.03,0.03,anomaly
0,tcp,SF,383,0,1,2,2,0,0,0,0,1,0,0,255,3,0.01,0.02,0.01,0,0,0,0.84,0,normal
0,tcp,REJ,0,0,0,288,19,0,0,1,1,0.07,0.06,0,255,19,0.07,0.08,0,0,0,0,1,1,anomaly
0,udp,SF,31,91,0,1,1,0,0,0,0,1,0,0,25,183,0.76,0.08,0.76,0.01,0,0,0.24,0,normal
0,tcp,SF,26,0,1,1,1,0,0,0,0,1,0,0,255,65,0.25,0.02,0.02,0,0.86,0.92,0,0,normal
0,icmp,SF,8,0,0,1,38,0,0,0,0,1,0,1,2,62,1,0,1,0.5,0,0,0,0,anomaly
0,tcp,S0,0,0,0,205,18,1,1,0,0,0.09,0.05,0,255,13,0.05,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,231,5,1,1,0,0,0.02,0.06,0,255,5,0.02,0.08,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,5,5,0,0,0.8,0.8,1,0,0,15,190,1,0,0.07,0.21,0,0,0.93,0.94,normal
0,tcp,SF,231,5280,1,4,4,0,0,0,0,1,0,0,77,255,1,0,0.01,0.01,0,0,0,0,normal
0,tcp,SF,349,1719,1,13,13,0,0,0,0,1,0,0,187,255,1,0,0.01,0.02,0,0,0,0,normal
6522,udp,SF,146,105,0,2,2,0,0,0,0,1,0,0,255,2,0.01,0.44,0.72,0,0,0,0,0,normal
15624,udp,SF,146,105,0,1,1,0,0,0,0,1,0,0,255,1,0,0.86,1,0,0,0,0,0,normal
0,tcp,SF,232,14236,1,1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.02,0,0,0,0,normal
0,tcp,SF,567,0,0,1,1,0,0,0,0,1,0,0,255,125,0.49,0.02,0.49,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,296,19,0,0,1,1,0.06,0.05,0,255,19,0.07,0.07,0,0,0,0,1,1,anomaly
0,tcp,SF,306,8521,1,9,9,0,0,0,0,1,0,0,94,255,1,0,0.01,0.01,0,0,0,0,normal
0,icmp,SF,30,0,0,1,1,0,0,0,0,1,0,0,162,162,1,0,1,0,0,0,0,0,normal
0,tcp,SF,1029,327,1,1,1,0,0,0,0,1,0,0,129,121,0.33,0.05,0.01,0.02,0,0,0,0,normal
0,tcp,SF,299,3162,1,31,31,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,12,0,1,2,2,0,0,0,0,1,0,0,75,73,0.47,0.05,0.47,0.03,0.04,0,0.01,0,normal
0,tcp,REJ,0,0,0,511,1,0.07,0,0.92,1,0,1,0,255,1,0,1,0,0,0.13,0,0.87,1,anomaly
0,udp,SF,45,45,0,147,149,0,0,0,0,1,0,0.01,255,229,0.9,0.01,0.01,0,0,0,0,0,normal
18,tcp,SF,1036,337,1,1,1,0,0,0,0,1,0,0,116,199,0.8,0.03,0.01,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,114,12,1,1,0,0,0.11,0.06,0,255,12,0.05,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,287,19,1,1,0,0,0.07,0.05,0,255,19,0.07,0.05,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,1,2,0,0,1,1,1,0,1,171,149,0.87,0.03,0.01,0,0,0,0.87,1,normal
0,tcp,S0,0,0,0,223,11,1,1,0,0,0.05,0.06,0,255,11,0.04,0.08,0,0,1,1,0,0,anomaly
0,tcp,SF,250,273,1,2,3,0,0,0,0.33,1,0,0.67,255,249,0.98,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,245,17,1,1,0,0,0.07,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,230,16,1,1,0,0,0.07,0.04,0,90,16,0.18,0.09,0.01,0,0.98,1,0,0,anomaly
0,tcp,S0,0,0,0,104,9,1,1,0,0,0.09,0.05,0,255,9,0.04,0.05,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,182,8,1,1,0,0,0.04,0.08,0,255,4,0.02,0.07,0,0,1,1,0,0,anomaly
