protocol_type,src_bytes,dst_bytes,class
tcp,237,1021,normal
tcp,0,0,anomaly
udp,1,0,anomaly
tcp,212,2071,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,251,1911,normal
tcp,197,1037,normal
tcp,0,0,anomaly
tcp,258,255,normal
tcp,760,335,normal
tcp,0,0,normal
udp,45,102,normal
tcp,283,279,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,226,1270,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,3503,339,normal
tcp,206,365,normal
tcp,664,20377,normal
tcp,216,1418,normal
udp,138,44,normal
tcp,501760,0,normal
tcp,279,602,normal
tcp,115,6133,normal
tcp,240,2698,normal
tcp,291,2996,normal
tcp,306,1380,normal
tcp,0,0,anomaly
udp,147,0,normal
udp,105,147,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,162,30113,normal
tcp,0,0,anomaly
tcp,343,134175,normal
tcp,0,0,normal
tcp,210,738,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,241,361,normal
udp,1,0,anomaly
tcp,10044,0,normal
icmp,8,0,anomaly
tcp,292,246,normal
tcp,287,324,normal
tcp,0,0,anomaly
tcp,54540,8314,anomaly
icmp,8,0,anomaly
tcp,205,659,normal
tcp,54540,8314,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,853,278,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,520,0,anomaly
udp,1,0,anomaly
tcp,1589,334,normal
tcp,418,9927,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,285,1345,normal
tcp,11556,1383,normal
tcp,1240,325,normal
tcp,501760,0,normal
tcp,181,2467,normal
udp,28,0,anomaly
udp,44,92,normal
tcp,0,0,anomaly
tcp,16787,0,normal
tcp,388,138,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,45,45,normal
tcp,326,1891,normal
tcp,12,0,normal
tcp,321,1026,normal
tcp,0,0,anomaly
tcp,324,344,normal
tcp,0,0,anomaly
tcp,180,828,normal
udp,42,42,normal
tcp,308,491,normal
tcp,1,0,anomaly
tcp,338,1893,normal
udp,44,110,normal
tcp,1363,0,normal
icmp,520,0,anomaly
icmp,8,0,anomaly
tcp,233,636,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,280,263,normal
tcp,0,0,anomaly
udp,1,0,anomaly
udp,516,4,normal
icmp,8,0,anomaly
tcp,748,0,normal
tcp,263,895,normal
tcp,236,819,normal
tcp,192,0,normal
icmp,520,0,anomaly
tcp,304,2507,normal
tcp,251,2792,normal
tcp,3053,439262,normal
tcp,125,10835,normal
tcp,0,0,anomaly
tcp,54540,8314,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,55,170,normal
udp,28,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,259,0,normal
icmp,18,0,anomaly
udp,45,118,normal
tcp,3057,331,normal
tcp,304,753,normal
tcp,239,846,normal
tcp,331,1047,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,200,647,normal
tcp,1363,0,normal
tcp,327,1469,normal
tcp,0,0,anomaly
tcp,1713,336,normal
tcp,12286,0,normal
tcp,1074,388,normal
tcp,186,5422,normal
icmp,1032,0,anomaly
udp,17,17,normal
udp,44,44,normal
udp,45,129,normal
tcp,290,4017,normal
icmp,8,0,anomaly
tcp,220,294,normal
tcp,0,0,anomaly
tcp,208,776,normal
tcp,1207,335,normal
tcp,337,1493,normal
udp,44,120,normal
tcp,213,313,normal
tcp,286,8422,normal
tcp,0,0,anomaly
icmp,18,0,anomaly
icmp,18,0,anomaly
tcp,5336,0,normal
tcp,219,484,normal
tcp,169360,0,normal
tcp,0,0,anomaly
tcp,250,7353,normal
tcp,2895,329,normal
tcp,334,0,anomaly
udp,43,70,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,6,0,anomaly
tcp,190,0,normal
tcp,186,409,normal
udp,43,112,normal
tcp,803,389,normal
udp,146,105,normal
tcp,0,0,anomaly
tcp,303,369,normal
tcp,0,0,anomaly
tcp,1647,384,normal
tcp,10389,0,normal
tcp,0,0,anomaly
udp,147,105,normal
udp,44,131,normal
tcp,0,0,anomaly
tcp,54540,8314,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,326,13988,normal
icmp,8,0,anomaly
tcp,193,441,normal
tcp,260,6961,normal
udp,42,42,normal
tcp,247,1581,normal
tcp,344,274,normal
tcp,0,0,anomaly
tcp,1273,367,normal
tcp,307,2042,normal
tcp,225,668,normal
tcp,2191,0,normal
udp,45,83,normal
tcp,292,5739,normal
tcp,199,788,normal
tcp,212,2345,normal
tcp,0,0,anomaly
tcp,303,2239,normal
tcp,328,391,normal
tcp,230,1606,normal
tcp,0,0,anomaly
tcp,225,1425,normal
icmp,18,0,anomaly
tcp,299,13887,normal
tcp,1010,0,normal
udp,105,146,normal
tcp,54540,8314,anomaly
tcp,216,3024,normal
tcp,275,9478,normal
udp,32,0,normal
tcp,221,2058,normal
tcp,210,777,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,146,105,normal
tcp,0,0,anomaly
udp,44,116,normal
tcp,149,27078,normal
tcp,0,0,anomaly
tcp,1214,0,normal
tcp,0,0,anomaly
tcp,665,332,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,24252,7300,anomaly
tcp,0,0,anomaly
tcp,3798,583,normal
tcp,226,2006,normal
tcp,200,6529,normal
tcp,0,0,anomaly
tcp,260,1908,normal
tcp,190,1463,normal
tcp,1046,330,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,6932,0,normal
tcp,44,556,anomaly
tcp,229,2090,normal
tcp,235,3796,normal
tcp,0,0,anomaly
tcp,209,2445,normal
tcp,10073,0,normal
udp,147,105,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,271,3123,normal
udp,145,105,normal
tcp,0,0,anomaly
tcp,2194619,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,147,105,normal
tcp,0,0,anomaly
tcp,199,337,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,1,0,anomaly
tcp,705,330,normal
tcp,275,406,normal
tcp,0,0,anomaly
tcp,218,6189,normal
tcp,295,26504,normal
tcp,234,5280,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,44,normal
tcp,0,0,anomaly
tcp,180,2401,normal
udp,1,0,anomaly
tcp,6,28,anomaly
tcp,0,0,anomaly
tcp,311,1128,normal
tcp,178,13294,normal
icmp,8,0,anomaly
tcp,1383,332,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,1,0,anomaly
tcp,338,1228,normal
tcp,244,12469,normal
udp,42,42,normal
tcp,233,2507,normal
tcp,6,125,anomaly
tcp,223,321,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,308,4073,normal
tcp,8325,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,203,6178,normal
udp,1,0,anomaly
tcp,194,0,normal
tcp,316,1373,normal
udp,42,42,normal
tcp,200,354,normal
icmp,8,0,anomaly
tcp,382,3755,normal
tcp,0,0,anomaly
tcp,3482,0,normal
tcp,242,1735,normal
tcp,0,0,anomaly
tcp,197,5989,normal
tcp,156,5430,normal
tcp,0,0,anomaly
udp,46,76,normal
tcp,321,20737,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
icmp,30,0,normal
icmp,1032,0,anomaly
udp,44,160,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,275,833,normal
tcp,0,0,anomaly
tcp,158,12234,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,211,304,normal
tcp,54540,8314,anomaly
tcp,0,0,anomaly
icmp,520,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,54540,8314,anomaly
tcp,0,0,anomaly
udp,44,127,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,319,12434,normal
tcp,320,353,normal
tcp,262,6604,normal
udp,45,115,normal
tcp,263,4097,normal
tcp,216,3396,normal
tcp,288,392,normal
udp,28,0,anomaly
tcp,229,479,normal
udp,43,71,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,302,1321,normal
tcp,218,901,normal
tcp,235,924,normal
tcp,190,1786,normal
tcp,215,337,normal
tcp,0,0,anomaly
tcp,854,0,normal
udp,516,4,normal
udp,147,105,normal
tcp,7,136,normal
tcp,0,0,anomaly
tcp,249,484,normal
tcp,8,0,normal
tcp,0,0,anomaly
udp,1,0,anomaly
tcp,287,1432,normal
tcp,326,1639,normal
tcp,277,308,normal
tcp,251,6314,normal
tcp,284,4205,normal
udp,105,147,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
udp,45,120,normal
tcp,195,254,normal
icmp,1032,0,anomaly
tcp,336,2436,normal
tcp,0,0,anomaly
tcp,314,369,normal
tcp,0,0,anomaly
udp,42,42,normal
tcp,9,0,normal
tcp,203,1744,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,48,48,normal
tcp,0,5150836,anomaly
udp,105,147,normal
tcp,1492,329,normal
tcp,0,0,anomaly
udp,1,26,anomaly
tcp,43232,7300,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
tcp,863,9618,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,45,115,normal
tcp,345,1556,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,227,25728,normal
tcp,0,0,anomaly
tcp,1564,329,normal
tcp,339,1164,normal
tcp,0,0,anomaly
tcp,192,654,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,44,normal
tcp,0,0,anomaly
tcp,306,607,normal
tcp,0,0,anomaly
udp,42,42,normal
icmp,8,0,anomaly
tcp,329,1816,normal
tcp,203,1330,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,301,11689,normal
udp,17,73,normal
udp,105,147,normal
tcp,334,617,normal
tcp,1343,331,normal
tcp,1,0,anomaly
tcp,290,482,normal
tcp,255,310,normal
tcp,356,558,normal
tcp,325,13391,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,213,232250,normal
tcp,222,1880,normal
tcp,213,259,normal
tcp,0,0,anomaly
tcp,322,18873,normal
tcp,236,3054,normal
udp,29,0,normal
tcp,212,1197,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,113,0,normal
udp,36,0,normal
tcp,0,0,anomaly
tcp,2825,8579,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,276,361,normal
icmp,1032,0,anomaly
udp,28,0,anomaly
tcp,0,0,anomaly
tcp,222,368,normal
tcp,3009,402,normal
tcp,305,1075,normal
udp,46,75,normal
tcp,1140,330,normal
tcp,0,0,anomaly
tcp,324,431,normal
tcp,1919,364,normal
tcp,152,484,normal
tcp,0,0,anomaly
udp,215,0,anomaly
tcp,332,2753,normal
tcp,279,2430,normal
tcp,222,797,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,278,2444,normal
tcp,481,3431,normal
tcp,0,0,anomaly
udp,45,45,normal
tcp,0,0,anomaly
tcp,501760,0,normal
tcp,204,1368,normal
tcp,361,1264,normal
tcp,230,814,normal
tcp,237,8892,normal
tcp,1476,328,normal
tcp,40494,0,normal
tcp,16787,0,normal
tcp,250,42340,normal
udp,46,72,normal
tcp,214,16070,normal
tcp,300,8435,normal
udp,147,0,normal
tcp,254,732,normal
udp,33,0,normal
tcp,11396,1428,normal
tcp,0,0,anomaly
tcp,0,2072,anomaly
tcp,1699,0,normal
tcp,0,0,anomaly
tcp,350,1769,normal
tcp,1030,0,normal
tcp,276,313,normal
tcp,1496,323,normal
tcp,269,38544,normal
tcp,397,788,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,193,3101,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,180,36668,normal
tcp,459,81673,normal
tcp,501760,0,normal
udp,105,145,normal
tcp,383,0,normal
tcp,0,0,anomaly
udp,105,145,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,516,4,normal
tcp,122,7475,normal
udp,1,0,anomaly
tcp,7280,0,normal
icmp,8,0,anomaly
tcp,12338,918,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,298,5281,normal
udp,147,105,normal
tcp,814,333,normal
tcp,0,0,anomaly
tcp,321,2714,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,45,133,normal
icmp,18,0,anomaly
tcp,295,2584,normal
tcp,211,1696,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1289,331,normal
tcp,0,0,anomaly
tcp,300,3923,normal
tcp,405412,38492,normal
tcp,206,1043,normal
udp,43,43,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,239,769,normal
tcp,248,2242,normal
tcp,263,17087,normal
tcp,320,308,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,45,139,normal
tcp,240,11766,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,89,36,normal
udp,147,105,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,15377,0,normal
tcp,0,0,anomaly
udp,28,0,anomaly
tcp,12,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,903,388,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,341,15693,normal
tcp,212,1090,normal
tcp,953,362,normal
tcp,350,3436,normal
udp,42,73,normal
tcp,2511,332,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,189,10416,normal
tcp,0,4,anomaly
tcp,0,0,anomaly
tcp,235,253,normal
tcp,214,3184,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,48,48,normal
udp,215,0,anomaly
icmp,18,0,anomaly
tcp,227,654,normal
tcp,263,4399,normal
tcp,0,0,normal
udp,17,70,normal
tcp,748,0,normal
tcp,204,13599,normal
tcp,1635,333,normal
tcp,2194619,0,normal
tcp,0,0,anomaly
icmp,30,0,normal
tcp,339,1317,normal
tcp,303,1380,normal
udp,40,40,normal
tcp,383,0,normal
udp,44,156,normal
tcp,0,0,anomaly
udp,146,105,normal
tcp,0,0,anomaly
tcp,361,250,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,348,4712,normal
tcp,0,0,anomaly
tcp,230,715,normal
tcp,992,358,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
tcp,263,2245,normal
tcp,0,0,anomaly
tcp,248,3112,normal
tcp,0,0,anomaly
udp,147,105,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,884,0,normal
icmp,18,0,anomaly
icmp,520,0,anomaly
tcp,0,0,anomaly
tcp,280,6982,normal
udp,45,76,normal
icmp,18,0,anomaly
tcp,750,338,normal
tcp,3121,335,normal
tcp,222,278,normal
tcp,0,0,anomaly
tcp,1438,338,normal
tcp,0,0,anomaly
tcp,238,468,normal
tcp,0,0,anomaly
udp,37,53,normal
tcp,334,0,anomaly
tcp,0,0,anomaly
udp,145,105,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,334,0,anomaly
tcp,292,1569,normal
tcp,215,1718,normal
udp,28,0,anomaly
tcp,0,0,anomaly
tcp,8,138,normal
tcp,213,603,normal
tcp,248,2224,normal
tcp,218,36749,normal
tcp,54540,8314,anomaly
tcp,0,0,normal
tcp,283,6560,normal
tcp,0,0,anomaly
tcp,1591,332,normal
udp,44,117,normal
tcp,229,1478,normal
tcp,250,1682,normal
udp,43,127,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,59,0,normal
tcp,0,0,anomaly
tcp,309,383,normal
tcp,0,0,anomaly
tcp,66,2591,normal
tcp,219,519,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,198,283,normal
tcp,1304,330,normal
tcp,35195,0,normal
tcp,0,0,anomaly
tcp,334,0,anomaly
tcp,219,4948,normal
tcp,292,394,normal
tcp,0,0,normal
udp,30,0,normal
icmp,8,0,anomaly
tcp,306,504,normal
icmp,30,0,normal
udp,147,105,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,46,83,normal
tcp,1714,329,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,209,3571,normal
tcp,0,0,anomaly
tcp,241,3057,normal
tcp,286,171,normal
udp,43,128,normal
tcp,0,0,anomaly
tcp,246,5285,normal
udp,44,113,normal
tcp,0,0,anomaly
tcp,292,16641,normal
icmp,520,0,anomaly
tcp,0,0,anomaly
icmp,78,0,normal
tcp,0,0,anomaly
udp,46,46,normal
tcp,280,290,normal
tcp,1422,407,normal
tcp,341,1531,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,45,78,normal
tcp,641,334,normal
udp,45,87,normal
tcp,244,921,normal
tcp,252,913,normal
tcp,1,0,anomaly
tcp,553,327,normal
udp,46,149,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,289,1856,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,242,2102,normal
tcp,0,0,anomaly
tcp,930,333,normal
tcp,0,0,anomaly
tcp,346,357,normal
tcp,0,0,anomaly
tcp,332,930,normal
tcp,0,0,normal
udp,28,0,anomaly
tcp,299,439,normal
tcp,342,253,normal
icmp,30,0,normal
udp,96,31,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,78,0,normal
tcp,339,458,normal
tcp,0,0,anomaly
udp,45,111,normal
tcp,7,0,normal
tcp,0,0,normal
tcp,224,279,normal
tcp,0,0,anomaly
tcp,2221,330,normal
tcp,183,9736,normal
tcp,0,0,anomaly
tcp,888,327,normal
tcp,0,0,anomaly
udp,29,0,normal
udp,43,69,normal
tcp,212,1115,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,212,362,normal
tcp,6,151,anomaly
icmp,520,0,anomaly
icmp,8,0,anomaly
tcp,254,9066,normal
udp,45,77,normal
udp,43,43,normal
tcp,229,1445,normal
tcp,284,2251,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,347,636,normal
icmp,18,0,anomaly
udp,1,0,anomaly
tcp,312,3749,normal
tcp,38,130,normal
tcp,0,0,anomaly
udp,45,72,normal
tcp,327,1663,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1297,2453,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
udp,1,0,anomaly
tcp,0,0,anomaly
udp,45,130,normal
tcp,1225,2449,anomaly
tcp,0,0,anomaly
tcp,226,519,normal
tcp,0,0,anomaly
tcp,152,8157,normal
tcp,2833,327,normal
tcp,0,0,anomaly
tcp,198,7669,normal
tcp,0,0,anomaly
tcp,329,1054,normal
tcp,0,0,anomaly
tcp,417,3294,normal
tcp,285,788,normal
tcp,16726,336,normal
tcp,0,0,normal
tcp,364,646196,normal
tcp,216,7103,normal
tcp,339,1035,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,303,11455,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,905,334,normal
tcp,0,0,anomaly
tcp,247,13225,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,1,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,216,1144,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,343,3102,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,257,4084,normal
tcp,333,1424,normal
tcp,226,12884,normal
tcp,0,0,anomaly
tcp,214,253,normal
tcp,0,0,normal
tcp,297,1468,normal
tcp,178,437,normal
icmp,30,0,normal
tcp,307,400,normal
tcp,205,1408,normal
tcp,345,607,normal
tcp,0,0,anomaly
tcp,322,762,normal
tcp,491,0,normal
tcp,238,1064,normal
tcp,12778,1396,normal
tcp,300,1380,normal
tcp,0,0,anomaly
tcp,1038,330,normal
tcp,309,4069,normal
icmp,1032,0,anomaly
tcp,980,330,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,199,1606,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,258,8745,normal
tcp,0,0,anomaly
tcp,3081,334,normal
tcp,2405,330,normal
tcp,230,2507,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,312,3040,normal
udp,1,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,755,327,normal
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,197,11312,normal
udp,45,134,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,100,0,anomaly
tcp,218,12640,normal
udp,1,0,anomaly
udp,43,131,normal
tcp,59,0,normal
tcp,0,0,anomaly
tcp,2099,368,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,2194619,0,normal
tcp,933,334,normal
tcp,0,0,anomaly
tcp,1,0,anomaly
tcp,2067,328,normal
tcp,234,2823,normal
udp,46,135,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
tcp,250,2791,normal
tcp,54540,8314,anomaly
tcp,312,9284,normal
udp,147,105,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,196,578,normal
icmp,1032,0,anomaly
tcp,0,0,normal
udp,141,45,normal
tcp,259,1542,normal
tcp,246,1165,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,851,334,normal
tcp,310,3222,normal
tcp,0,0,normal
tcp,1255,2451,anomaly
tcp,1452,326,normal
icmp,20,0,anomaly
tcp,383,0,normal
tcp,984,337,normal
udp,46,46,normal
tcp,200,468,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,289,594,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,235,406,normal
tcp,278,2736,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,200,354,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,326,2109,normal
tcp,1363,0,normal
tcp,0,0,anomaly
tcp,12,56,normal
tcp,0,0,anomaly
tcp,239,2125,normal
tcp,262,8702,normal
tcp,293,283,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,54540,8314,anomaly
tcp,317,370,normal
tcp,0,0,anomaly
tcp,215,4080,normal
tcp,325,185,normal
tcp,0,0,anomaly
udp,45,45,normal
tcp,925,479,normal
tcp,0,0,anomaly
tcp,287,1808,normal
tcp,202,6546,normal
udp,45,115,normal
udp,516,4,normal
tcp,1,0,anomaly
tcp,224,280,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
udp,145,105,normal
udp,48,48,normal
tcp,0,0,anomaly
udp,44,131,normal
tcp,0,0,anomaly
udp,105,146,normal
tcp,0,0,anomaly
udp,43,107,normal
tcp,1284,387,normal
tcp,8325,0,normal
tcp,232,32617,normal
tcp,197,293,normal
tcp,342,336,normal
tcp,0,0,anomaly
icmp,520,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,292,2807,normal
tcp,986,144411,normal
udp,34,0,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,189,15028,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,229,770,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,501760,0,normal
tcp,193,28696,normal
tcp,322,4137,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,220,13140,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,217,1039,normal
tcp,0,0,anomaly
tcp,338,9755,normal
tcp,383,0,normal
tcp,0,0,anomaly
tcp,201,19572,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,224,1963,normal
tcp,0,0,anomaly
icmp,181,0,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,338,776,normal
tcp,0,0,anomaly
tcp,9,0,normal
tcp,0,0,normal
tcp,885,2586,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,276,359,normal
tcp,189,732,normal
tcp,395,760,normal
udp,46,78,normal
udp,146,105,normal
tcp,0,0,anomaly
tcp,256,15968,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,741,338,normal
tcp,0,0,anomaly
udp,46,120,normal
udp,44,126,normal
tcp,54540,8314,anomaly
tcp,0,0,anomaly
udp,28,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,1,0,anomaly
tcp,0,0,anomaly
tcp,223,1664,normal
tcp,251,255,normal
tcp,0,0,anomaly
tcp,331,5337,normal
tcp,574,11913,normal
tcp,0,0,anomaly
tcp,1,0,anomaly
tcp,0,0,anomaly
udp,33,33,normal
tcp,341,8867,normal
tcp,1786,478,normal
tcp,0,0,anomaly
tcp,280,24971,normal
tcp,294,1389,normal
tcp,235,3714,normal
tcp,0,0,anomaly
tcp,294,2781,normal
udp,46,46,normal
tcp,244,1026,normal
udp,28,0,anomaly
tcp,330,584,normal
tcp,219,2808,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,45,45,normal
tcp,7,425,normal
udp,45,130,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
icmp,1032,0,anomaly
udp,28,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,293,827,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,225,321,normal
tcp,327,385,normal
icmp,18,0,anomaly
tcp,192,626,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,329,1032,normal
tcp,223,408,normal
tcp,0,0,anomaly
tcp,170,52838,normal
tcp,0,0,anomaly
tcp,0,0,normal
udp,31,31,normal
tcp,307,20165,normal
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,222,1680,normal
tcp,1,0,anomaly
udp,44,76,normal
udp,147,105,normal
tcp,12,0,normal
tcp,331,2518,normal
tcp,288,1426,normal
tcp,464,10134,normal
tcp,607,0,normal
tcp,0,0,anomaly
tcp,204,394,normal
tcp,0,0,normal
udp,45,45,normal
tcp,1489,332,normal
tcp,0,0,anomaly
tcp,219,19309,normal
tcp,206,4057,normal
tcp,227,1397,normal
udp,215,0,anomaly
