duration,protocol_type,flag,src_bytes,dst_bytes,logged_in,count,srv_count,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,tcp,SF,1874,0,1,2,2,1,244,63,0.23,0.02,0.23,0.03,0.03,0,normal
0,tcp,SF,210,9076,1,6,6,1,89,255,1,0,0.01,0.05,0,0,normal
0,tcp,SF,300,14320,1,15,22,1,15,255,1,0,0.07,0.02,0,0,normal
31,tcp,SF,1486,4152,1,1,1,1,95,14,0.15,0.03,0.01,0,0,0,normal
0,tcp,SF,210,5756,1,5,8,1,55,255,1,0,0.02,0.02,0,0,normal
0,tcp,RSTR,0,0,0,1,1,1,250,1,0,0.61,0.61,0,0.6,1,anomaly
0,tcp,SF,247,2955,1,3,3,1,130,255,1,0,0.01,0.05,0.23,0.59,normal
0,tcp,SF,9,0,0,1,1,1,255,25,0.1,0.75,0.1,0,0,0,normal
0,tcp,S0,0,0,0,233,23,0.1,255,23,0.09,0.06,0,0,0,0,anomaly
0,tcp,SF,342,2263,1,2,2,1,27,255,1,0,0.04,0.03,0,0,normal
0,icmp,SF,520,0,0,367,367,1,255,255,1,0,1,0,0,0,anomaly
0,tcp,SF,319,38506,1,8,9,1,42,255,1,0,0.02,0.05,0,0,normal
0,tcp,SF,193,758,1,4,14,1,68,255,1,0,0.01,0.02,0,0,normal
0,udp,SF,42,42,0,13,19,1,255,233,0.91,0.01,0.01,0,0,0,normal
0,tcp,S0,0,0,0,121,13,0.11,255,10,0.04,0.07,0,0,0,0,anomaly
0,tcp,SF,174,1733,1,1,1,1,255,242,0.95,0.01,0,0,0,0,normal
0,tcp,REJ,0,0,0,146,19,0.13,255,11,0.04,0.06,0,0,1,1,anomaly
0,tcp,SF,214,313,1,11,11,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,117,16,0.14,149,5,0.03,0.11,0.01,0,0,0,anomaly
0,tcp,SF,567,0,0,1,1,1,130,136,0.62,0.04,0.62,0.01,0,0,normal
0,tcp,SF,221,2124,1,29,31,1,88,252,1,0,0.01,0.06,0,0,normal
0,icmp,SF,1032,0,0,511,511,1,176,31,0.18,0.02,0.18,0,0,0,anomaly
0,tcp,S0,0,0,0,57,16,0.28,255,66,0.26,0.02,0.01,0,0,0,anomaly
0,tcp,S0,0,0,0,289,9,0.03,255,20,0.08,0.07,0,0,0,0,anomaly
0,tcp,SF,7077,0,1,4,1,0.25,98,1,0.01,0.05,0.41,0,0.01,0,normal
0,tcp,SF,291,1098,1,3,3,1,112,255,1,0,0.01,0.03,0,0,normal
0,tcp,SF,1085,331,1,1,1,1,78,105,0.72,0.04,0.01,0.02,0,0,normal
0,icmp,SF,30,0,0,2,2,1,194,194,1,0,1,0,0,0,normal
0,tcp,SF,273,3070,1,2,20,1,48,255,1,0,0.02,0.04,0,0,normal
0,tcp,SF,271,8654,1,5,5,1,114,255,1,0,0.02,0.04,0,0,normal
0,tcp,S0,0,0,0,252,4,0.02,255,4,0.02,0.06,0,0,0,0,anomaly
0,tcp,SF,1413,386,1,1,2,1,255,121,0.47,0.02,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,2,1,8,255,1,0,0.12,0.13,1,0.99,normal
0,tcp,S0,0,0,0,121,11,0.09,255,2,0.01,0.07,0,0,0,0,anomaly
0,tcp,SF,296,327,1,24,24,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,239,1,0,255,1,0,0.06,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,511,1,0,255,1,0,1,0,0,1,1,anomaly
0,tcp,S0,0,0,0,284,15,0.05,255,15,0.06,0.05,0,0,0,0,anomaly
1,tcp,SF,855,332,1,1,2,1,73,172,0.74,0.05,0.01,0.02,0,0,normal
0,tcp,S0,0,0,0,211,18,0.09,255,18,0.07,0.08,0,0,0,0,anomaly
0,tcp,S0,0,0,0,26,7,0.27,255,50,0.2,0.04,0.02,0,0,0,anomaly
0,tcp,S0,0,0,0,293,17,0.06,255,7,0.03,0.06,0,0,0,0,anomaly
0,tcp,SF,323,2996,1,10,10,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,216,4894,1,11,13,1,255,255,1,0,0,0,0,0,normal
0,icmp,SF,78,0,0,15,6,0.4,255,6,0.02,0.01,0.02,0,0,0,normal
0,tcp,RSTR,0,0,0,1,1,1,247,59,0.24,0.34,0.32,0,0.32,0.02,anomaly
3,tcp,SF,140,2810,1,1,1,1,1,7,1,0,1,1,0,0,normal
0,icmp,SF,78,0,0,41,4,0.1,255,9,0.04,0.01,0.04,0,0,0,normal
0,udp,SF,45,111,0,61,141,1,175,144,0.82,0.01,0.01,0,0,0,normal
0,tcp,SF,944,329,1,1,1,1,157,227,0.95,0.01,0.01,0.01,0,0,normal
0,tcp,S0,0,0,0,106,1,0.01,255,1,0,0.08,0,0,0,0,anomaly
0,tcp,S0,0,0,0,263,16,0.06,255,5,0.02,0.07,0,0,0,0,anomaly
1,tcp,SF,24,36,0,1,1,1,61,2,0.02,0.08,0.02,1,0,0,normal
0,tcp,S0,0,0,0,270,13,0.05,255,13,0.05,0.07,0,0,0,0,anomaly
1,tcp,SF,1387,326,1,1,3,1,229,121,0.5,0.07,0,0.02,0,0,normal
0,tcp,SF,317,17733,1,26,26,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,119,10,0.08,63,10,0.16,0.13,0.02,0,0,0,anomaly
0,icmp,SF,8,0,0,1,7,1,1,41,1,0,1,0.51,0,0,anomaly
0,tcp,S0,0,0,0,36,15,0.42,255,15,0.06,0.08,0,0,0,0,anomaly
0,tcp,S0,0,0,0,284,17,0.06,255,14,0.05,0.07,0,0,0,0,anomaly
17833,tcp,SF,5167,65909,1,2,1,0.5,255,51,0.2,0.02,0,0,0,0,normal
0,tcp,REJ,0,0,0,147,17,0.12,72,17,0.24,0.08,0.01,0,1,1,anomaly
0,tcp,SF,242,561,1,2,5,1,2,255,1,0,0.5,0.04,0,0,normal
0,tcp,REJ,0,0,0,228,5,0.02,255,5,0.02,0.07,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,1,1,1,2,179,1,0,0.5,0.07,1,1,normal
0,tcp,S0,0,0,0,45,8,0.18,255,18,0.07,0.08,0,0,0,0,anomaly
0,tcp,SF,500,8257,1,6,19,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,344,1247,1,10,10,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,135,17,0.13,255,6,0.02,0.07,0,0,0,0,anomaly
0,udp,SF,1,0,0,28,2,0.07,255,2,0.01,0.82,0.22,0,0.69,0,anomaly
0,tcp,SF,227,1047,1,7,8,1,118,255,1,0,0.01,0.03,0,0,normal
0,tcp,SF,235,2251,1,13,13,1,37,255,1,0,0.03,0.02,0.08,0.09,normal
69,tcp,SF,237,238,1,1,12,1,73,255,1,0,0.01,0.07,0.03,0.02,normal
0,udp,SF,45,83,0,18,18,1,255,235,0.92,0.01,0,0,0,0,normal
0,tcp,SF,285,811,1,11,11,1,27,255,1,0,0.04,0.03,0,0,normal
0,tcp,S0,0,0,0,230,3,0.01,255,3,0.01,0.06,0,0,0,0,anomaly
0,tcp,S0,0,0,0,265,16,0.06,255,16,0.06,0.06,0,0,0,0,anomaly
22,tcp,SF,326,1054,1,1,1,1,73,3,0.03,0.97,0.01,0.67,0.89,0.67,normal
0,tcp,SF,224,1540,1,18,19,1,255,255,1,0,0,0,0,0,normal
17,tcp,SF,9654,337,1,1,3,1,156,213,0.81,0.03,0.01,0.01,0,0,normal
0,tcp,REJ,0,0,0,137,2,0.01,255,1,0,0.07,0,0,1,1,anomaly
0,tcp,S0,0,0,0,257,6,0.02,255,6,0.02,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,121,9,0.07,255,3,0.01,0.06,0,0,0,0,anomaly
0,tcp,SF,4539,0,1,19,19,1,189,82,0.29,0.02,0.29,0.02,0,0,normal
0,tcp,SF,10,0,0,1,1,1,50,10,0.08,0.06,0.02,0.2,0,0,normal
20,tcp,SF,2261,332,1,1,2,1,2,164,1,0,0.5,0.01,0,0,normal
0,udp,SF,45,133,0,73,153,1,255,255,1,0,0,0,0,0,normal
0,icmp,SF,1032,0,0,511,511,1,255,223,0.87,0.08,0.87,0,0,0,anomaly
0,tcp,S0,0,0,0,105,5,0.05,255,5,0.02,0.05,0,0,0,0,anomaly
0,tcp,SF,7,443,0,1,1,1,223,10,0.04,0.03,0,0,0,0,normal
0,tcp,S0,0,0,0,280,25,0.09,255,25,0.1,0.05,0,0,0,0,anomaly
0,tcp,S1,125,235,1,1,1,1,145,171,0.76,0.03,0.01,0.02,0,0,normal
0,icmp,SF,8,0,0,1,4,1,2,136,1,0,1,0.5,0,0,anomaly
0,tcp,REJ,0,0,0,8,1,0.12,255,1,0,0.07,0,0,0.04,1,anomaly
0,udp,SF,28,0,0,31,31,1,103,31,0.3,0.04,0.3,0,0,0,anomaly
0,tcp,S0,0,0,0,265,7,0.03,255,7,0.03,0.05,0,0,0,0,anomaly
3924,udp,SF,146,105,0,1,1,1,255,1,0,0.81,0.98,0,0,0,normal
0,udp,SF,44,136,0,73,153,0.99,255,241,0.95,0.01,0,0,0,0,normal
0,tcp,RSTR,0,0,0,1,1,1,255,1,0,0.99,0.98,0,0.98,1,anomaly
0,tcp,REJ,0,0,0,1,1,1,51,2,0.02,1,0.02,1,0.96,0.5,anomaly
0,tcp,S0,0,0,0,2,2,1,153,119,0.5,0.04,0.01,0.02,0.01,0,normal
0,tcp,SF,129,237,1,1,1,1,113,12,0.11,0.63,0.01,0,0.59,0,normal
0,tcp,SF,212,2739,1,10,10,1,92,187,1,0,0.01,0.03,0,0,normal
0,tcp,S0,0,0,0,129,17,0.13,255,2,0.01,0.09,0,0,0,0,anomaly
0,icmp,SF,520,0,0,137,137,1,255,255,1,0,1,0,0,0,anomaly
0,udp,SF,105,147,0,1,1,1,21,21,1,0,0.05,0,0,0,normal
0,tcp,SF,201,1856,1,35,35,1,255,255,1,0,0,0,0,0,normal
0,udp,SF,44,44,0,86,168,1,255,254,1,0.01,0.01,0,0,0,normal
0,tcp,S0,0,0,0,13,4,0.31,255,4,0.02,0.09,0,0,0,0,anomaly
0,tcp,SF,196,17602,1,31,31,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,311,7128,1,19,19,1,115,255,1,0,0.01,0.04,0.01,0,normal
0,tcp,REJ,0,0,0,150,20,0.13,255,15,0.06,0.06,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,262,1,0,255,1,0,1,0,0,0.89,1,anomaly
0,udp,SF,42,92,0,1,1,1,19,194,1,0,1,0.01,0,0,normal
0,tcp,REJ,0,0,0,268,9,0.03,255,9,0.04,0.07,0,0,1,1,anomaly
0,udp,SF,43,79,0,232,231,1,255,246,0.96,0.01,0,0,0,0,normal
1,tcp,SF,1535,326,1,1,5,1,212,188,0.72,0.02,0,0.01,0,0,normal
0,tcp,SF,755,280,1,1,1,1,140,101,0.72,0.04,0.01,0,0,0,normal
0,tcp,SF,214,12326,1,2,2,1,2,255,1,0,0.5,0.02,0,0,normal
0,udp,SF,43,78,0,117,117,1,255,255,1,0,0,0,0,0,normal
0,udp,SF,1,0,0,21,3,0.14,255,3,0.01,0.92,0.09,0,0.88,0,anomaly
0,tcp,SF,214,1718,1,12,12,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,195,9384,1,14,34,1,14,255,1,0,0.07,0.04,0,0,normal
0,udp,SF,43,75,0,263,262,1,255,254,1,0.01,0,0,0,0,normal
0,icmp,SF,1032,0,0,511,511,1,255,179,0.7,0.01,0.7,0,0,0,anomaly
0,tcp,SF,10,139,0,2,1,0.5,255,11,0.04,0.03,0,0,0,0,normal
0,tcp,SF,2066,386,1,1,2,1,255,94,0.37,0.05,0,0,0.02,0,normal
0,tcp,SF,151,0,0,2,2,1,133,34,0.26,0.05,0.26,0,0.05,0,normal
0,tcp,REJ,0,0,0,238,3,0.01,255,3,0.01,0.06,0,0,1,1,anomaly
0,udp,SF,42,70,0,137,139,1,255,230,0.9,0.01,0,0,0,0,normal
0,tcp,SF,238,306,1,65,66,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,252,0,1,1,1,1,56,62,0.12,0.07,0.12,0.05,0,0,normal
0,tcp,S0,0,0,0,20,19,0.95,255,57,0.22,0.04,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,291,9,0.03,255,9,0.04,0.07,0,0,1,1,anomaly
8035,udp,SF,145,105,0,4,2,0.5,255,2,0.01,0.67,0.96,0,0,0,normal
0,tcp,SF,1247,330,1,2,1,0.5,82,60,0.73,0.05,0.01,0,0,0,normal
0,tcp,S0,0,0,0,267,18,0.07,255,18,0.07,0.08,0,0,0,0,anomaly
0,tcp,SF,9,38,1,1,1,1,255,7,0.03,0.03,0,0,0,0,normal
0,tcp,S0,0,0,0,266,19,0.07,255,19,0.07,0.07,0,0,0,0,anomaly
0,tcp,SF,213,1963,1,14,15,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,228,7,0.03,255,7,0.03,0.07,0,0,0,0,anomaly
0,icmp,SF,8,0,0,1,26,1,2,48,1,0,1,0.5,0,0,anomaly
0,tcp,S0,0,0,0,65,16,0.25,255,62,0.24,0.02,0.01,0,0,0,anomaly
2,tcp,SF,102,3741,1,1,1,1,14,1,0.07,0.21,0.07,0,0,0,normal
0,tcp,S0,0,0,0,249,7,0.03,255,6,0.02,0.07,0,0,0,0,anomaly
0,icmp,SF,8,0,0,1,5,1,2,46,1,0,1,0.5,0,0,anomaly
0,tcp,S0,0,0,0,218,21,0.1,255,21,0.08,0.06,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,446,1,0,255,1,0,1,0,0,0.94,1,anomaly
0,tcp,REJ,0,0,0,1,1,1,70,2,0.01,1,0.01,1,0.9,1,anomaly
0,tcp,S0,0,0,0,141,15,0.11,255,15,0.06,0.06,0,0,0,0,anomaly
0,tcp,SF,54540,8314,1,2,2,1,5,5,1,0,0.2,0,0,0,anomaly
5,tcp,SF,2481,367,1,1,1,1,63,21,0.33,0.06,0.02,0,0,0,normal
0,tcp,SF,257,545,1,6,6,1,43,43,1,0,0.02,0,0,0,normal
0,tcp,S0,0,0,0,208,2,0.01,255,2,0.01,0.09,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,511,1,0,255,1,0,1,0,0,0.82,1,anomaly
0,tcp,S0,0,0,0,132,3,0.02,255,5,0.02,0.07,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,234,20,0.09,255,20,0.08,0.07,0,0,1,1,anomaly
0,tcp,S0,0,0,0,148,19,0.13,255,1,0,0.07,0,0,0,0,anomaly
0,tcp,SF,287,2459,1,1,1,1,22,255,1,0,0.05,0.02,0,0,normal
0,tcp,S0,0,0,0,201,5,0.02,255,20,0.08,0.08,0,0,0,0,anomaly
0,tcp,S0,0,0,0,36,11,0.31,255,59,0.23,0.04,0.01,0,0,0,anomaly
0,icmp,SF,30,0,0,1,1,1,238,58,0.24,0.01,0.24,0,0,0,normal
0,udp,SF,1,0,0,22,1,0.05,255,1,0,0.9,0.11,0,0.76,0,anomaly
0,tcp,S0,0,0,0,281,15,0.05,255,5,0.02,0.07,0,0,0,0,anomaly
0,tcp,SF,281,744,1,24,24,1,67,255,1,0,0.01,0.04,0,0,normal
0,udp,SF,43,69,0,153,153,1,255,254,1,0.01,0,0,0,0,normal
0,udp,SF,28,0,0,84,84,1,255,51,0.2,0.01,0.2,0,0,0,anomaly
0,tcp,S0,0,0,0,246,2,0.01,255,2,0.01,0.05,0,0,0,0,anomaly
0,tcp,S0,0,0,0,282,5,0.02,255,5,0.02,0.05,0,0,0,0,anomaly
0,tcp,SH,0,0,0,1,1,1,132,1,0.01,0.92,0.94,0,0,0,anomaly
0,tcp,SF,318,1342,1,28,29,1,182,255,1,0,0.01,0.01,0,0,normal
0,tcp,REJ,0,0,0,1,2,1,1,255,1,0,1,0.25,1,0.95,normal
0,tcp,S0,0,0,0,134,18,0.13,255,7,0.03,0.06,0,0,0,0,anomaly
0,tcp,SF,231,2775,1,15,16,1,100,255,1,0,0.01,0.02,0.03,0.01,normal
0,tcp,S0,0,0,0,130,1,0.01,255,1,0,0.06,0,0,0,0,anomaly
0,tcp,SF,232,27728,1,5,20,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,226,298,1,3,26,1,12,255,1,0,0.08,0.01,0,0,normal
0,tcp,S0,0,0,0,268,15,0.06,255,15,0.06,0.06,0,0,0,0,anomaly
0,tcp,SF,1339,0,0,1,1,1,108,14,0.13,0.04,0.13,0,0,0,normal
0,icmp,SF,8,0,0,1,49,1,2,25,1,0,1,0.52,0,0,anomaly
0,tcp,SF,161,30205,1,10,10,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,295,741,1,38,39,1,174,255,1,0,0.01,0.02,0,0,normal
0,tcp,S0,0,0,0,295,2,0.01,255,1,0,0.07,0,0,0,0,anomaly
0,udp,SF,43,74,0,140,145,1,255,254,1,0.01,0,0,0,0,normal
0,tcp,SF,225,4257,1,5,8,1,5,255,1,0,0.2,0.05,0,0,normal
0,icmp,SF,8,0,0,1,51,1,1,119,1,0,1,0.5,0,0,anomaly
0,tcp,SF,201,5606,1,4,4,1,17,255,1,0,0.06,0.01,0,0,normal
0,tcp,SF,279,3018,1,7,7,1,96,255,1,0,0.01,0.04,0,0,normal
0,tcp,SF,154,13386,1,4,4,1,150,255,1,0,0.01,0.03,0.01,0.01,normal
0,udp,SF,44,135,0,247,247,1,255,251,0.98,0.01,0,0,0,0,normal
0,tcp,SF,781,334,1,1,1,1,26,28,0.81,0.12,0.04,0.07,0,0,normal
0,tcp,SF,202,1271,1,2,2,1,155,255,1,0,0.01,0.02,0,0,normal
27,tcp,SF,1529,4152,1,1,1,1,130,26,0.2,0.05,0.01,0,0,0,normal
0,tcp,S0,0,0,0,60,17,0.28,255,37,0.15,0.04,0.01,0,0,0,anomaly
0,tcp,S0,0,0,0,282,23,0.08,255,23,0.09,0.05,0,0,0,0,anomaly
0,icmp,SF,182,0,0,6,5,0.83,255,10,0.04,0.01,0.05,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,1,25,1,0.04,1,0.04,0,0.96,1,anomaly
0,tcp,REJ,0,0,0,297,1,0,255,1,0,0.97,0,0,0.92,1,anomaly
0,tcp,SF,255,2972,1,1,5,1,162,255,1,0,0.01,0.01,0,0,normal
0,tcp,SF,334,0,1,1,1,1,9,36,1,0,1,0.11,0,0,anomaly
0,tcp,RSTO,126,179,0,1,1,1,28,28,1,0,0.04,0,0.93,0.93,anomaly
0,tcp,RSTO,0,0,0,264,3,0.01,255,3,0.01,0.07,0,0,1,1,anomaly
0,tcp,SF,301,9121,1,8,8,1,18,255,1,0,0.06,0.04,0,0,normal
0,tcp,SF,180,255639,1,1,1,1,255,255,1,0,0.01,0,0,0,normal
0,tcp,S0,0,0,0,245,20,0.08,255,20,0.08,0.07,0,0,0,0,anomaly
0,tcp,SF,186,1310,1,2,2,1,8,255,1,0,0.12,0.02,0,0,normal
0,tcp,REJ,0,0,0,260,12,0.05,255,12,0.05,0.08,0,0,1,1,anomaly
0,icmp,SF,18,0,0,1,1,1,3,107,1,0,1,0.25,0,0,anomaly
0,tcp,S0,0,0,0,23,10,0.43,255,62,0.24,0.02,0.01,0,0,0,anomaly
0,tcp,SF,289,2536,1,27,27,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,201,0,1,2,3,1,126,73,0.17,0.04,0.17,0.03,0,0,normal
0,tcp,S0,0,0,0,55,10,0.18,255,10,0.04,0.07,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,1,1,1,26,2,0.04,1,0.04,1,0.96,1,anomaly
0,udp,SF,113,0,0,28,27,0.96,255,27,0.11,0.53,0.11,0,0,0,normal
0,icmp,SF,1032,0,0,509,509,1,255,216,0.85,0.01,0.85,0,0,0,anomaly
0,tcp,SF,211,339,1,7,11,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,335,951,1,4,4,1,19,255,1,0,0.05,0.07,0.11,0.05,normal
0,udp,SF,46,82,0,152,152,1,255,255,1,0,0.01,0,0,0,normal
13,udp,SF,24,42,0,1,2,1,255,242,0.95,0.02,0.08,0,0,0,normal
0,tcp,S0,0,0,0,231,3,0.01,255,4,0.02,0.08,0,0,0,0,anomaly
0,tcp,S0,0,0,0,251,4,0.02,255,2,0.01,0.07,0,0,0,0,anomaly
0,tcp,SF,207,318,1,3,6,1,255,255,1,0,0,0,0,0,normal
0,udp,SF,105,105,0,7,1,0.14,255,232,0.91,0.01,0,0,0,0,normal
0,tcp,SF,204,633,1,2,3,1,161,255,1,0,0.01,0.04,0,0.02,normal
0,tcp,S0,0,0,0,262,12,0.05,255,20,0.08,0.07,0,0,0,0,anomaly
5,tcp,SF,339,279,1,1,1,1,255,253,0.99,0.01,0,0,0,0,normal
0,icmp,SF,18,0,0,1,1,1,4,152,1,0,1,0.25,0,0,anomaly
0,tcp,S0,0,0,0,299,20,0.07,255,4,0.02,0.08,0,0,0,0,anomaly
0,tcp,S0,0,0,0,231,14,0.06,255,20,0.08,0.06,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,87,18,0.21,255,7,0.03,0.07,0,0,1,1,anomaly
0,tcp,SF,9,0,1,2,2,1,112,70,0.36,0.03,0.36,0.04,0,0,normal
0,tcp,S0,0,0,0,117,2,0.02,255,1,0,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,223,4,0.02,255,14,0.05,0.07,0,0,0,0,anomaly
5,tcp,SF,951,330,1,1,2,1,72,48,0.67,0.04,0.01,0,0,0,normal
0,udp,SF,1,0,0,103,66,0.64,255,126,0.49,0.06,1,0,0,0,anomaly
0,tcp,SF,244,2316,1,4,4,1,26,255,1,0,0.04,0.04,0,0,normal
0,tcp,S0,0,0,0,278,25,0.09,255,25,0.1,0.05,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,1,1,1,39,238,1,0,0.03,0.24,1,1,normal
0,tcp,SF,223,3270,1,2,2,1,2,33,1,0,0.5,0.06,0,0,normal
0,tcp,REJ,0,0,0,1,1,1,180,10,0.06,0.03,0.01,0,0.08,1,normal
0,tcp,S0,0,0,0,251,2,0.01,255,2,0.01,0.09,0,0,0,0,anomaly
0,tcp,S0,0,0,0,141,2,0.01,255,5,0.02,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,174,6,0.03,255,6,0.02,0.05,0,0,0,0,anomaly
0,tcp,S0,0,0,0,151,22,0.15,255,22,0.09,0.05,0,0,0,0,anomaly
0,tcp,S0,0,0,0,141,10,0.07,255,10,0.04,0.07,0,0,0,0,anomaly
0,tcp,RSTO,126,179,0,1,1,1,45,45,1,0,0.02,0,0.96,0.96,anomaly
0,tcp,RSTR,0,0,0,1,1,1,255,1,0,0.91,0.91,0,0.9,1,anomaly
0,tcp,RSTR,0,0,0,1,1,1,255,1,0,0.2,0.18,0,0.18,1,anomaly
0,tcp,S0,0,0,0,34,14,0.41,255,14,0.05,0.08,0,0,0,0,anomaly
0,udp,SF,45,73,0,234,234,1,255,250,0.98,0.01,0.01,0,0,0,normal
0,icmp,SF,78,0,0,11,4,0.36,255,30,0.12,0.01,0.12,0,0,0,normal
0,tcp,SF,244,4633,1,2,3,1,255,255,1,0,0,0,0,0,normal
0,icmp,SF,30,0,0,2,1,0.5,255,4,0.02,0.01,0.13,0,0,0,normal
0,tcp,S0,0,0,0,7,5,0.71,207,46,0.22,0.02,0,0.04,0,0,anomaly
0,tcp,SF,209,312,1,10,11,1,89,255,1,0,0.01,0.02,0.03,0.04,normal
60,tcp,SF,87,225,0,1,1,1,255,1,0,0.02,0,0,0,0,normal
0,tcp,SF,209,3410,1,40,40,1,255,255,1,0,0,0,0.31,0.31,normal
0,tcp,S0,0,0,0,121,25,0.21,255,8,0.03,0.06,0,0,0,0,anomaly
0,tcp,SF,198,366,1,7,7,1,37,255,1,0,0.03,0.02,0,0,normal
0,tcp,REJ,0,0,0,299,20,0.07,255,20,0.08,0.06,0,0,1,1,anomaly
0,tcp,SF,205,13831,1,2,6,1,3,255,1,0,0.33,0.04,0,0,normal
0,tcp,REJ,0,0,0,146,18,0.12,255,18,0.07,0.06,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,218,10,0.05,255,10,0.04,0.08,0,0,1,1,anomaly
0,tcp,SF,252,1352,1,3,3,1,15,255,1,0,0.07,0.04,0,0,normal
0,tcp,SF,220,1918,1,11,11,1,255,255,1,0,0.01,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,1,255,1,0,0.89,0.88,0,0.88,1,anomaly
0,tcp,REJ,0,0,0,265,17,0.06,255,17,0.07,0.08,0,0,1,1,anomaly
0,tcp,SF,298,8673,1,3,11,1,111,255,1,0,0.01,0.04,0,0,normal
0,tcp,SF,601,286,1,1,1,1,255,64,0.25,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,266,25,0.09,255,25,0.1,0.05,0,0,0,0,anomaly
0,tcp,SF,59,0,0,10,10,1,31,44,0.52,0.06,0.52,0.07,0,0,normal
0,tcp,SF,312,8056,1,4,4,1,74,255,1,0,0.01,0.04,0,0,normal
0,tcp,S0,0,0,0,127,5,0.04,255,16,0.06,0.07,0,0,0,0,anomaly
0,udp,SF,45,128,0,23,104,1,255,255,1,0,0,0,0,0,normal
0,udp,SF,45,45,0,108,108,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,143,18,0.13,255,18,0.07,0.06,0,0,0,0,anomaly
0,tcp,S0,0,0,0,207,1,0,255,1,0,0.09,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,130,4,0.03,255,2,0.01,0.07,0,0,1,1,anomaly
0,tcp,SF,304,1412,1,18,18,1,96,255,1,0,0.01,0.04,0,0,normal
0,tcp,S0,0,0,0,100,17,0.17,255,17,0.07,0.06,0,0,0,0,anomaly
0,tcp,S0,0,0,0,99,9,0.09,255,26,0.1,0.06,0,0,0,0,anomaly
0,tcp,SF,325,1817,1,17,17,1,129,255,1,0,0.01,0.04,0,0,normal
0,tcp,SF,3468,0,1,24,1,0.04,206,1,0,0.12,0.41,0,0,0,normal
0,tcp,SF,343,520,1,1,1,1,3,255,1,0,0.33,0.04,0,0,normal
0,tcp,SF,215,755,1,9,11,1,103,156,1,0,0.01,0.06,0,0,normal
0,tcp,S0,0,0,0,105,15,0.14,255,5,0.02,0.07,0,0,0,0,anomaly
0,tcp,SF,291,5415,1,5,6,1,22,255,1,0,0.05,0.03,0,0,normal
0,tcp,S0,0,0,0,237,19,0.08,255,19,0.07,0.07,0,0,0,0,anomaly
0,tcp,SF,326,310,1,8,8,1,255,255,1,0,0,0,0,0,normal
0,icmp,SF,520,0,0,477,477,1,92,92,1,0,1,0,0,0,anomaly
0,tcp,SF,231,1187,1,3,3,1,255,255,1,0,0,0,0,0,normal
0,icmp,SF,30,0,0,3,1,0.33,255,4,0.02,0.01,0.02,0,0,0,normal
0,udp,SF,45,135,0,32,112,0.97,255,239,0.94,0.01,0,0,0,0,normal
0,tcp,SF,198,11607,1,1,1,1,4,255,1,0,0.25,0.05,0,0.01,normal
2,tcp,SF,11378,1474,1,1,2,1,117,192,0.73,0.03,0.01,0.01,0,0,normal
0,tcp,SF,305,181,1,13,13,1,81,255,1,0,0.01,0.02,0,0,normal
0,tcp,SF,54540,8314,1,5,6,1,255,255,1,0,0,0,0.02,0.02,anomaly
0,tcp,S0,0,0,0,124,7,0.06,255,7,0.03,0.08,0,0,0,0,anomaly
0,tcp,S0,0,0,0,263,12,0.05,204,12,0.06,0.06,0,0,0,0,anomaly
